type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
adjectif;B1;;gleichgültig;indifférent;indifferent;Das Ergebnis ist ihm völlig gleichgültig.;Le résultat lui est complètement indifférent.;The result is completely indifferent to him.
adjectif;B1;;entspannt;détendu;relaxed;Nach dem Urlaub fühlt sie sich entspannt.;Après les vacances, elle se sent détendue.;After the vacation she feels relaxed.
adjectif;B1;;gestresst;stressé;stressed;Vor der Prüfung war er sehr gestresst.;Avant l'examen, il était très stressé.;Before the exam he was very stressed.
adjectif;B1;;überrascht;surpris;surprised;Ich war überrascht von der Nachricht.;J'ai été surpris par la nouvelle.;I was surprised by the news.
adjectif;B1;;enttäuscht;déçu;disappointed;Er war enttäuscht vom Ergebnis.;Il était déçu du résultat.;He was disappointed with the result.
adjectif;B1;;begeistert;enthousiaste;enthusiastic;Die Fans waren vom Konzert begeistert.;Les fans étaient enthousiasmés par le concert.;The fans were thrilled by the concert.
adjectif;B1;;erschöpft;épuisé;exhausted;Nach dem Marathon war sie völlig erschöpft.;Après le marathon, elle était complètement épuisée.;After the marathon she was completely exhausted.
adjectif;B1;;aufgeregt;excité, nerveux;excited, nervous;Vor dem Interview war er sehr aufgeregt.;Avant l'entretien, il était très nerveux.;Before the interview he was very nervous.
adjectif;B1;;verwirrt;confus;confused;Die Anweisungen haben mich verwirrt.;Les instructions m'ont embrouillé.;The instructions confused me.
adjectif;B1;;überzeugt;convaincu;convinced;Ich bin überzeugt, dass er recht hat.;Je suis convaincu qu'il a raison.;I am convinced that he's right.
adjectif;B1;;misstrauisch;méfiant;suspicious;Sie war misstrauisch gegenüber Fremden.;Elle était méfiante envers les inconnus.;She was suspicious of strangers.
adjectif;B1;;zufrieden;satisfait;satisfied;Ich bin mit meiner Arbeit zufrieden.;Je suis satisfait de mon travail.;I am satisfied with my work.
adjectif;B1;;dankbar;reconnaissant;grateful;Ich bin dir sehr dankbar für deine Hilfe.;Je te suis très reconnaissant pour ton aide.;I am very grateful to you for your help.
adjectif;B1;;hilfsbereit;serviable;helpful;Meine Nachbarin ist immer hilfsbereit.;Ma voisine est toujours serviable.;My neighbor is always helpful.
adjectif;B1;;rücksichtsvoll;attentionné, prévenant;considerate;Er ist sehr rücksichtsvoll gegenüber anderen.;Il est très attentionné envers les autres.;He is very considerate towards others.
adjectif;B1;;gerecht;juste, équitable;fair;Der Lehrer ist immer gerecht.;Le professeur est toujours juste.;The teacher is always fair.
adjectif;B1;;ungerecht;injuste;unfair;Diese Entscheidung finde ich ungerecht.;Je trouve cette décision injuste.;I find this decision unfair.
adjectif;B1;;tolerant;tolérant;tolerant;Er ist sehr tolerant gegenüber anderen Meinungen.;Il est très tolérant envers les autres opinions.;He is very tolerant of other opinions.
adjectif;B1;;intolerant;intolérant;intolerant;Sie ist intolerant gegenüber Kritik.;Elle est intolérante face à la critique.;She is intolerant of criticism.
adjectif;B1;;verschlossen;renfermé, réservé;withdrawn, reserved;Nach dem Verlust wurde er sehr verschlossen.;Après la perte, il est devenu très renfermé.;After the loss he became very withdrawn.
adjectif;B1;;optimistisch;optimiste;optimistic;Sie blickt optimistisch in die Zukunft.;Elle envisage l'avenir avec optimisme.;She looks at the future optimistically.
adjectif;B1;;pessimistisch;pessimiste;pessimistic;Er ist eher pessimistisch eingestellt.;Il a plutôt un état d'esprit pessimiste.;He tends to be pessimistic.
adjectif;B1;;realistisch;réaliste;realistic;Sein Plan klingt realistisch.;Son plan semble réaliste.;His plan sounds realistic.
adjectif;B1;;idealistisch;idéaliste;idealistic;Als junger Mensch war sie sehr idealistisch.;Quand elle était jeune, elle était très idéaliste.;As a young person she was very idealistic.
adjectif;B1;;konservativ;conservateur;conservative;Seine Ansichten sind ziemlich konservativ.;Ses opinions sont plutôt conservatrices.;His views are quite conservative.
adjectif;B1;;fortschrittlich;progressiste;progressive;Das Unternehmen hat eine fortschrittliche Politik.;L'entreprise a une politique progressiste.;The company has a progressive policy.
adjectif;B1;;liberal;libéral;liberal;Er vertritt liberale Werte.;Il défend des valeurs libérales.;He upholds liberal values.
adjectif;B1;;traditionell;traditionnel;traditional;Die Hochzeit war sehr traditionell.;Le mariage était très traditionnel.;The wedding was very traditional.
adjectif;B1;;individuell;individuel;individual;Jeder Kunde bekommt eine individuelle Beratung.;Chaque client reçoit un conseil personnalisé.;Every customer gets individual advice.
adjectif;B1;;sensibel;sensible;sensitive;Sie reagiert sehr sensibel auf Kritik.;Elle réagit très sensiblement à la critique.;She reacts very sensitively to criticism.
adjectif;B1;;emotional;émotif;emotional;Die Rede war sehr emotional.;Le discours était très émouvant.;The speech was very emotional.
adjectif;B1;;rational;rationnel;rational;Er trifft Entscheidungen immer rational.;Il prend toujours ses décisions de façon rationnelle.;He always makes decisions rationally.
adjectif;B1;;logisch;logique;logical;Seine Erklärung war völlig logisch.;Son explication était tout à fait logique.;His explanation was completely logical.
adjectif;B1;;unlogisch;illogique;illogical;Das Argument klingt unlogisch.;L'argument semble illogique.;The argument sounds illogical.
adjectif;B1;;vernünftig;raisonnable;reasonable;Das ist eine vernünftige Entscheidung.;C'est une décision raisonnable.;That's a reasonable decision.
adjectif;B1;;unvernünftig;déraisonnable;unreasonable;Es wäre unvernünftig, jetzt aufzugeben.;Ce serait déraisonnable d'abandonner maintenant.;It would be unreasonable to give up now.
adjectif;B1;;spontan;spontané;spontaneous;Wir haben spontan beschlossen zu verreisen.;Nous avons décidé spontanément de partir en voyage.;We decided spontaneously to travel.
adjectif;B1;;diszipliniert;discipliné;disciplined;Die Sportlerin trainiert sehr diszipliniert.;L'athlète s'entraîne de façon très disciplinée.;The athlete trains in a very disciplined way.
adjectif;B1;;undiszipliniert;indiscipliné;undisciplined;Die Klasse war heute ziemlich undiszipliniert.;La classe était plutôt indisciplinée aujourd'hui.;The class was quite undisciplined today.
adjectif;B1;;chaotisch;chaotique;chaotic;Sein Schreibtisch sieht chaotisch aus.;Son bureau a l'air chaotique.;His desk looks chaotic.
adjectif;B1;;organisiert;organisé;organized;Sie ist sehr gut organisiert.;Elle est très bien organisée.;She is very well organized.
adjectif;B1;;kompetent;compétent;competent;Der neue Arzt wirkt sehr kompetent.;Le nouveau médecin semble très compétent.;The new doctor seems very competent.
adjectif;B1;;inkompetent;incompétent;incompetent;Der Mitarbeiter wirkte völlig inkompetent.;L'employé paraissait totalement incompétent.;The employee seemed completely incompetent.
adjectif;B1;;qualifiziert;qualifié;qualified;Sie ist für die Stelle bestens qualifiziert.;Elle est parfaitement qualifiée pour le poste.;She is perfectly qualified for the position.
adjectif;B1;;erfahren;expérimenté;experienced;Er ist ein erfahrener Pilot.;C'est un pilote expérimenté.;He is an experienced pilot.
adjectif;B1;;unerfahren;inexpérimenté;inexperienced;Als Praktikant ist er noch unerfahren.;En tant que stagiaire, il est encore inexpérimenté.;As an intern he is still inexperienced.
adjectif;B1;;begabt;doué;gifted;Sie ist musikalisch sehr begabt.;Elle est très douée pour la musique.;She is very musically gifted.
adjectif;B1;;talentiert;talentueux;talented;Er ist ein talentierter Maler.;C'est un peintre talentueux.;He is a talented painter.
adjectif;B1;;genial;génial;brilliant;Das war eine geniale Idee.;C'était une idée géniale.;That was a brilliant idea.
adjectif;B1;;brillant;brillant;brilliant;Ihre Präsentation war brillant.;Sa présentation était brillante.;Her presentation was brilliant.
adjectif;B1;;erfolgreich;qui réussit, à succès;successful;Das Unternehmen ist sehr erfolgreich.;L'entreprise réussit très bien.;The company is very successful.
adjectif;B1;;erfolglos;sans succès, raté;unsuccessful;Die Suche blieb erfolglos.;La recherche est restée infructueuse.;The search was unsuccessful.
adjectif;B1;;anspruchsvoll;exigeant;demanding;Das ist eine anspruchsvolle Aufgabe.;C'est une tâche exigeante.;That's a demanding task.
adjectif;B1;;arrogant;arrogant;arrogant;Sein Ton war ziemlich arrogant.;Son ton était plutôt arrogant.;His tone was quite arrogant.
adjectif;B1;;eingebildet;prétentieux;conceited;Er ist ein bisschen eingebildet.;Il est un peu prétentieux.;He is a bit conceited.
adjectif;B1;;selbstsicher;sûr de soi;self-assured;Sie tritt sehr selbstsicher auf.;Elle se présente avec beaucoup d'assurance.;She comes across as very self-assured.
adjectif;B1;;loyal;loyal;loyal;Er ist seinem Chef gegenüber sehr loyal.;Il est très loyal envers son patron.;He is very loyal to his boss.
adjectif;B1;;treu;fidèle;faithful;Der Hund ist seinem Besitzer treu.;Le chien est fidèle à son maître.;The dog is faithful to its owner.
adjectif;B1;;untreu;infidèle;unfaithful;Er war seiner Partnerin untreu.;Il a été infidèle à sa partenaire.;He was unfaithful to his partner.
adjectif;B1;;gehorsam;obéissant;obedient;Der Hund ist sehr gehorsam.;Le chien est très obéissant.;The dog is very obedient.
adjectif;B1;;ungehorsam;désobéissant;disobedient;Das Kind war heute ungehorsam.;L'enfant a été désobéissant aujourd'hui.;The child was disobedient today.
adjectif;B1;;rebellisch;rebelle;rebellious;Als Teenager war sie sehr rebellisch.;Adolescente, elle était très rebelle.;As a teenager she was very rebellious.
adjectif;B1;;aufmerksam;attentif;attentive;Die Schüler waren sehr aufmerksam.;Les élèves étaient très attentifs.;The students were very attentive.
adjectif;B1;;unaufmerksam;inattentif;inattentive;Er war im Unterricht unaufmerksam.;Il n'était pas attentif en cours.;He was inattentive in class.
adjectif;B1;;konzentriert;concentré;focused;Sie arbeitet sehr konzentriert.;Elle travaille de façon très concentrée.;She works in a very focused way.
adjectif;B1;;abgelenkt;distrait;distracted;Er war durch den Lärm abgelenkt.;Il était distrait par le bruit.;He was distracted by the noise.
adjectif;B1;;gelangweilt;qui s'ennuie;bored;Die Schüler wirkten gelangweilt.;Les élèves avaient l'air de s'ennuyer.;The students seemed bored.
adjectif;B1;;leidenschaftlich;passionné;passionate;Er spielt leidenschaftlich gern Fußball.;Il joue au football avec passion.;He plays soccer with great passion.
adjectif;B1;;verzweifelt;désespéré;desperate;Sie suchte verzweifelt nach ihrem Schlüssel.;Elle cherchait désespérément sa clé.;She searched desperately for her key.
adjectif;B1;;hoffnungsvoll;plein d'espoir;hopeful;Er blickt hoffnungsvoll in die Zukunft.;Il envisage l'avenir avec espoir.;He looks at the future hopefully.
adjectif;B1;;hoffnungslos;sans espoir;hopeless;Die Lage schien hoffnungslos.;La situation semblait désespérée.;The situation seemed hopeless.
adjectif;B1;;ängstlich;craintif, anxieux;fearful, anxious;Das Kind ist sehr ängstlich.;L'enfant est très craintif.;The child is very fearful.
adjectif;B1;;furchtlos;sans peur;fearless;Der Feuerwehrmann handelte furchtlos.;Le pompier a agi sans peur.;The firefighter acted fearlessly.
adjectif;B1;;einfühlsam;empathique;empathetic;Die Ärztin ist sehr einfühlsam.;La médecin est très empathique.;The doctor is very empathetic.
adjectif;B1;;mitfühlend;compatissant;compassionate;Er reagierte sehr mitfühlend auf die Nachricht.;Il a réagi avec beaucoup de compassion à la nouvelle.;He reacted very compassionately to the news.
adjectif;B1;;taktvoll;plein de tact;tactful;Sie hat die Situation sehr taktvoll gelöst.;Elle a résolu la situation avec beaucoup de tact.;She resolved the situation very tactfully.
adjectif;B1;;taktlos;sans tact;tactless;Seine Bemerkung war ziemlich taktlos.;Sa remarque était plutôt sans tact.;His remark was quite tactless.
adjectif;B1;;diplomatisch;diplomate;diplomatic;Der Chef reagierte diplomatisch auf die Kritik.;Le chef a réagi avec diplomatie face à la critique.;The boss reacted diplomatically to the criticism.
adjectif;B1;;kompromissbereit;prêt au compromis;willing to compromise;Beide Seiten waren kompromissbereit.;Les deux parties étaient prêtes au compromis.;Both sides were willing to compromise.
adjectif;B1;;stur;têtu;stubborn;Mein Vater ist manchmal ziemlich stur.;Mon père est parfois plutôt têtu.;My father is sometimes quite stubborn.
adjectif;B1;;anpassungsfähig;adaptable;adaptable;Sie ist sehr anpassungsfähig in neuen Situationen.;Elle s'adapte très bien aux nouvelles situations.;She is very adaptable in new situations.
adjectif;B1;;eigensinnig;têtu, obstiné;stubborn, headstrong;Das Kind ist sehr eigensinnig.;L'enfant est très têtu.;The child is very headstrong.
adjectif;B1;;verlässlich;fiable;reliable;Er ist ein verlässlicher Freund.;C'est un ami fiable.;He is a reliable friend.
adjectif;B1;;unzuverlässig;peu fiable;unreliable;Er ist leider ziemlich unzuverlässig.;Il est malheureusement plutôt peu fiable.;Unfortunately he is quite unreliable.
adjectif;B1;;großherzig;généreux, au grand cœur;big-hearted;Sie ist eine großherzige Person.;C'est une personne au grand cœur.;She is a big-hearted person.
adjectif;B1;;kleinlich;mesquin, tatillon;petty;Sein Chef ist manchmal ziemlich kleinlich.;Son patron est parfois plutôt mesquin.;His boss is sometimes quite petty.
adjectif;B1;;ungeduldig;impatient;impatient;Er wird schnell ungeduldig.;Il devient vite impatient.;He gets impatient quickly.
adjectif;B1;;menschlich;humain;human, humane;Das ist ein ganz menschlicher Fehler.;C'est une erreur tout à fait humaine.;That is a very human mistake.
adjectif;B1;;betrunken;ivre, saoul;drunk;Er war zu betrunken, um zu fahren.;Il était trop ivre pour conduire.;He was too drunk to drive.
adjectif;B1;;nackt;nu;naked, bare;Die Bäume stehen nackt im Winter.;Les arbres sont nus en hiver.;The trees stand bare in winter.
adjectif;B1;;eben;plat, plan;even, flat;Der Weg ist hier schön eben.;Le chemin est bien plat ici.;The path is nice and flat here.
adjectif;B1;;offiziell;officiel;official;Es gibt noch keine offizielle Antwort.;Il n'y a pas encore de réponse officielle.;There is no official answer yet.
adjectif;B1;;unterschiedlich;différent, variable;different, varying;Die Preise sind sehr unterschiedlich.;Les prix sont très variables.;The prices vary a lot.
adjectif;B1;;vollständig;complet, entier;complete, full;Bitte füllen Sie das Formular vollständig aus.;Veuillez remplir le formulaire entièrement.;Please fill in the form completely.
adjectif;B1;;fein;fin, délicat;fine, delicate;Der Stoff ist sehr fein.;Le tissu est très fin.;The fabric is very fine.
adjectif;B1;;anwesend;présent;present;Alle Mieter waren bei der Versammlung anwesend.;Tous les locataires étaient présents à la réunion.;All tenants were present at the meeting.
adjectif;B1;;ärgerlich;agaçant, contrarié;annoying, annoyed;Der Lärm vom Nachbarn ist wirklich ärgerlich.;Le bruit du voisin est vraiment agaçant.;The neighbor's noise is really annoying.
adjectif;B1;;biologisch;biologique;organic;Sie kauft nur biologisches Gemüse.;Elle n'achète que des légumes biologiques.;She only buys organic vegetables.
adjectif;B1;;dringend;urgent;urgent;Ich brauche dringend eine Antwort von Ihnen.;J'ai besoin d'une réponse urgente de votre part.;I urgently need an answer from you.
adjectif;B1;;ehrlich/unehrlich;honnête/malhonnête;honest/dishonest;Der Verkäufer war sehr ehrlich zu mir.;Le vendeur a été très honnête avec moi.;The salesperson was very honest with me.
adjectif;B1;;fern/nah;lointain/proche;far/near;Der Bahnhof ist nicht weit, er ist ganz nah.;La gare n'est pas loin, elle est toute proche.;The station isn't far, it's very near.
adjectif;B1;;gering;faible, minime;low, slight;Die Chancen auf Erfolg sind gering.;Les chances de succès sont minimes.;The chances of success are slight.
adjectif;B1;;gesamt;total, entier;total, entire;Der gesamte Betrag muss bis Freitag bezahlt werden.;Le montant total doit être payé avant vendredi.;The total amount must be paid by Friday.
adjectif;B1;;reif;mûr;ripe;Diese Bananen sind noch nicht reif.;Ces bananes ne sont pas encore mûres.;These bananas are not ripe yet.
adjectif;B1;;sauer/süß;aigre, acide/sucré;sour/sweet;Der Apfel schmeckt sehr sauer.;La pomme a un goût très acide.;The apple tastes very sour.
adjectif;B1;;dicht;dense, étanche;dense, tight, sealed;Das Fenster ist nicht mehr richtig dicht.;La fenêtre n'est plus vraiment étanche.;The window is no longer properly sealed.
adjectif;B1;;jährlich;annuel;yearly, annual;Die jährlichen Kosten für das Konto sind gering.;Les frais annuels du compte sont faibles.;The yearly costs for the account are low.
adjectif;B1;;komplett;complet;complete;Ich brauche eine komplette Liste aller Ausgaben.;J'ai besoin d'une liste complète de toutes les dépenses.;I need a complete list of all expenses.
adjectif;B1;;mobil;mobile;mobile;Mit dieser App bin ich finanziell mobil.;Avec cette application, je suis mobile financièrement.;With this app I'm financially mobile.
adjectif;B1;;sämtlich;tous, l'ensemble de;all, entire;Sämtliche Unterlagen wurden geprüft.;Tous les documents ont été vérifiés.;All the documents have been checked.
adjectif;B1;;zusätzlich;supplémentaire;additional;Es gibt zusätzliche Gebühren für diesen Service.;Il y a des frais supplémentaires pour ce service.;There are additional fees for this service.
adjectif;B1;;allergisch;allergique (à qch);allergic (to sth);Er ist allergisch gegen Nüsse.;Il est allergique aux noix.;He is allergic to nuts.
adjectif;B1;;spannend/langweilig;passionnant/ennuyeux;exciting/boring;Der Vortrag über Ernährung war sehr spannend.;La conférence sur la nutrition était très passionnante.;The talk about nutrition was very exciting.
adjectif;B1;;schuld (sein);être responsable, être en faute;to be at fault;Wer ist schuld an diesem Missverständnis?;Qui est en faute dans ce malentendu ?;Who is at fault in this misunderstanding?
adjectif;B1;;ungesund/gesund;malsain/sain;unhealthy/healthy;Fertiggerichte sind oft ungesund.;Les plats préparés sont souvent malsains.;Ready meals are often unhealthy.
adjectif;B1;;allmählich;progressivement, peu à peu;gradually;Sie gewöhnt sich allmählich an das neue Land.;Elle s'habitue peu à peu au nouveau pays.;She is gradually getting used to the new country.
adjectif;B1;;ängstlich/mutig;craintif/courageux;anxious/brave;Er war als Kind sehr ängstlich.;Il était très craintif enfant.;He was very anxious as a child.
adjectif;B1;;augenblicklich;immédiat, sur le moment;instant, momentary;Ihre augenblickliche Reaktion war Überraschung.;Sa réaction immédiate a été la surprise.;Her instant reaction was surprise.
adjectif;B1;;ernsthaft;sérieux (véritablement);serious, earnest;Das ist ein ernsthaftes Missverständnis.;C'est un malentendu sérieux.;That is a serious misunderstanding.
adjectif;B1;;gleichzeitig;simultané;simultaneous;Sie spricht drei Sprachen gleichzeitig fließend.;Elle parle couramment trois langues en même temps.;She speaks three languages fluently at the same time.
adjectif;B1;;mehrsprachig/einsprachig;plurilingue/unilingue;multilingual/monolingual;Die Schule bietet einen mehrsprachigen Unterricht an.;L'école propose un enseignement plurilingue.;The school offers multilingual teaching.
adjectif;B1;;merkwürdig;étrange, curieux;strange, odd;Das war eine merkwürdige Situation.;C'était une situation étrange.;That was a strange situation.
adjectif;B1;;optimistisch/pessimistisch;optimiste/pessimiste;optimistic/pessimistic;Sie bleibt trotz allem optimistisch.;Elle reste optimiste malgré tout.;She remains optimistic despite everything.
adjectif;B1;;schriftlich/mündlich;écrit/oral;written/oral;Bitte bestätigen Sie das schriftlich.;Veuillez le confirmer par écrit.;Please confirm this in writing.
adjectif;B1;;tolerant/intolerant;tolérant/intolérant;tolerant/intolerant;Er ist sehr tolerant gegenüber anderen Religionen.;Il est très tolérant envers les autres religions.;He is very tolerant of other religions.
adjectif;B1;;üblich/unüblich;habituel/inhabituel;usual/unusual;Das ist hier nicht üblich.;Ce n'est pas habituel ici.;That's not usual here.
adjectif;B1;;ansprechbar;abordable, disponible (pour parler);approachable, responsive;Der Patient ist nach der Narkose wieder ansprechbar.;Le patient est de nouveau réceptif après l'anesthésie.;The patient is responsive again after the anesthesia.
adjectif;B1;;schwach/stark;faible/fort;weak/strong;Sie fühlt sich nach der Krankheit noch schwach.;Elle se sent encore faible après la maladie.;She still feels weak after the illness.
adjectif;B1;;speziell;spécial;special;Er braucht ein spezielles Medikament.;Il a besoin d'un médicament spécial.;He needs a special medication.
adjectif;B1;;tief/hoch;profond/élevé;deep/high;Die Wunde ist ziemlich tief.;La blessure est assez profonde.;The wound is quite deep.
adjectif;B1;;elektrisch;électrique;electric;Sie fahren jetzt ein elektrisches Auto.;Ils conduisent maintenant une voiture électrique.;They now drive an electric car.
adjectif;B1;;grundsätzlich;fondamental, en principe;fundamental, basically;Grundsätzlich bin ich mit dir einer Meinung.;En principe, je suis d'accord avec toi.;Basically, I agree with you.
adjectif;B1;;ökologisch;écologique;ecological;Sie kaufen nur ökologische Produkte.;Ils n'achètent que des produits écologiques.;They only buy ecological products.
adjectif;B1;;schädlich;nocif;harmful;Abgase sind schädlich für die Umwelt.;Les gaz d'échappement sont nocifs pour l'environnement.;Exhaust fumes are harmful to the environment.
adjectif;B1;;sinnlos/sinnvoll;insensé/sensé;pointless/sensible;Es wäre sinnlos, jetzt noch zu protestieren.;Il serait insensé de protester maintenant.;It would be pointless to protest now.
adjectif;B1;;wahnsinnig;fou, énorme (intensif);crazy, insane;Das kostet wahnsinnig viel Energie.;Cela coûte énormément d'énergie.;That costs an insane amount of energy.
adjectif;B1;;wertvoll;précieux;valuable;Sauberes Wasser ist sehr wertvoll.;L'eau propre est très précieuse.;Clean water is very valuable.
adjectif;B1;;ehemalig;ancien (précédent);former;Sie trifft sich mit ihrem ehemaligen Klassenkameraden.;Elle rencontre son ancien camarade de classe.;She is meeting her former classmate.
adjectif;B1;;enttäuschend;décevant;disappointing;Das Ergebnis war ziemlich enttäuschend.;Le résultat était assez décevant.;The result was quite disappointing.
adjectif;B1;;faszinierend;fascinant;fascinating;Die Geschichte der Region ist faszinierend.;L'histoire de la région est fascinante.;The history of the region is fascinating.
adjectif;B1;;super (spannend);super, génial;great, super;Der Film war super spannend.;Le film était super captivant.;The movie was super exciting.
adjectif;B1;;total (gut);tout à fait, complètement;totally, completely;Das war eine total gute Idee.;C'était une très bonne idée.;That was a totally good idea.
adjectif;B1;;überhaupt (nicht gut);du tout (pas bon du tout);at all (not good at all);Das schmeckt überhaupt nicht gut.;Ça n'a pas bon goût du tout.;This doesn't taste good at all.
adjectif;B1;;wirklich (gut);vraiment (bon);really (good);Das war wirklich ein guter Film.;C'était vraiment un bon film.;That was really a good movie.
adjectif;B1;;ziemlich (langweilig);assez, plutôt (ennuyeux);quite, rather (boring);Der Vortrag war ziemlich langweilig.;La conférence était plutôt ennuyeuse.;The talk was rather boring.
adjectif;B1;;zugleich;à la fois, en même temps;at the same time;Er ist Lehrer und Musiker zugleich.;Il est enseignant et musicien à la fois.;He is a teacher and a musician at the same time.
adjectif;B1;;derzeitig;actuel;current;In ihrer derzeitigen Stelle ist sie sehr zufrieden.;Elle est très satisfaite de son poste actuel.;She is very satisfied in her current position.
adjectif;B1;;engagiert;engagé, impliqué;committed, engaged;Er ist ein sehr engagierter Mitarbeiter.;C'est un employé très engagé.;He is a very committed employee.
adjectif;B1;;mehrjährig;pluriannuel, de plusieurs années;multi-year, of several years;Sie hat mehrjährige Erfahrung in diesem Bereich.;Elle a une expérience de plusieurs années dans ce domaine.;She has several years of experience in this field.
adjectif;B1;;überdurchschnittlich;au-dessus de la moyenne;above average;Sie verdient ein überdurchschnittliches Gehalt.;Elle gagne un salaire au-dessus de la moyenne.;She earns an above-average salary.
adjectif;B1;;technisch;technique;technical;Er hat gute technische Kenntnisse.;Il a de bonnes connaissances techniques.;He has good technical knowledge.
adjectif;B1;;unzufrieden;insatisfait;dissatisfied;Viele Mitarbeiter sind mit dem Gehalt unzufrieden.;Beaucoup d'employés sont insatisfaits de leur salaire.;Many employees are dissatisfied with their salary.
adjectif;B1;;begrenzt;limité;limited;Die Anzahl der Plätze ist begrenzt.;Le nombre de places est limité.;The number of seats is limited.
adjectif;B1;;gleichberechtigt;égal en droits;equal (in rights);Männer und Frauen sind im Sport nicht immer gleichberechtigt.;Les hommes et les femmes ne sont pas toujours égaux dans le sport.;Men and women are not always equal in sports.
adjectif;B1;;klassisch;classique;classic;Fußball ist eine klassische Mannschaftssportart.;Le football est un sport d'équipe classique.;Soccer is a classic team sport.
adjectif;B1;;kräftig;vigoureux, fort;strong, powerful;Der Schwimmer hat kräftige Arme.;Le nageur a des bras puissants.;The swimmer has powerful arms.
adjectif;B1;;männlich/weiblich;masculin/féminin;male/female;Es gibt eine männliche und eine weibliche Mannschaft.;Il y a une équipe masculine et une équipe féminine.;There is a men's team and a women's team.
adjectif;B1;;zahlreich;nombreux;numerous;Zahlreiche Fans kamen zum Spiel.;De nombreux fans sont venus au match.;Numerous fans came to the game.
adjectif;B1;;alleinerziehend;monoparental (parent seul);single-parent;Sie ist eine alleinerziehende Mutter.;Elle est mère célibataire.;She is a single mother.
adjectif;B1;;evangelisch;protestant, évangélique;Protestant;Seine Familie ist evangelisch.;Sa famille est protestante.;His family is Protestant.
adjectif;B1;;finanziell;financier;financial;Die finanzielle Lage der Familie ist schwierig.;La situation financière de la famille est difficile.;The family's financial situation is difficult.
adjectif;B1;;gleichaltrig;du même âge;of the same age;Sie spielt gern mit gleichaltrigen Kindern.;Elle aime jouer avec des enfants du même âge.;She likes to play with children of the same age.
adjectif;B1;;katholisch;catholique;Catholic;Er wurde katholisch erzogen.;Il a été élevé dans la religion catholique.;He was raised Catholic.
adjectif;B1;;locker;détendu, relâché;relaxed, easygoing;Die Beziehung zwischen ihnen ist ziemlich locker.;La relation entre eux est plutôt décontractée.;The relationship between them is quite relaxed.
adjectif;B1;;beruflich;professionnel;professional, career-related;Sie möchte sich beruflich verändern.;Elle souhaite changer professionnellement.;She wants to make a career change.
adjectif;B1;;kosmetisch;cosmétique;cosmetic;Das ist nur eine kosmetische Veränderung.;Ce n'est qu'un changement cosmétique.;That's only a cosmetic change.
adjectif;B1;;tabellarisch;sous forme de tableau;in tabular form;Bitte erstellen Sie einen tabellarischen Lebenslauf.;Veuillez rédiger un CV sous forme de tableau.;Please prepare a résumé in tabular form.
adjectif;B1;;zukünftig;futur;future;Ihre zukünftigen Pläne sind noch unklar.;Ses projets futurs ne sont pas encore clairs.;Her future plans are still unclear.
adjectif;B1;;behindert;handicapé;disabled;Der Verein hilft behinderten Menschen.;L'association aide les personnes handicapées.;The association helps disabled people.
adjectif;B1;;ehrenamtlich;bénévole;voluntary;Sie arbeitet ehrenamtlich im Altenheim.;Elle travaille bénévolement à la maison de retraite.;She volunteers at the nursing home.
adjectif;B1;;gesellschaftlich;social, sociétal;societal, social;Ehrenamtliches Engagement hat einen großen gesellschaftlichen Wert.;L'engagement bénévole a une grande valeur sociale.;Volunteer work has great societal value.
adjectif;B1;;jugendlich;juvénile, jeune;youthful, juvenile;Er wirkt trotz seines Alters sehr jugendlich.;Il paraît très jeune malgré son âge.;He seems very youthful despite his age.
adjectif;B1;;wünschenswert;souhaitable;desirable;Mehr Freiwillige wären sehr wünschenswert.;Davantage de bénévoles seraient très souhaitables.;More volunteers would be very desirable.
adjectif;B1;;extrem;extrême;extreme;Das Wetter war dieses Jahr extrem.;Le temps a été extrême cette année.;The weather was extreme this year.
adjectif;B1;;motiviert;motivé;motivated;Die neue Praktikantin ist sehr motiviert.;La nouvelle stagiaire est très motivée.;The new intern is very motivated.
adjectif;B1;;witzig;drôle, amusant;funny;Der Moderator war wirklich witzig.;L'animateur était vraiment drôle.;The host was really funny.
adjectif;B1;;alltäglich;quotidien, banal;everyday, ordinary;Das ist für uns ein ganz alltäglicher Anblick.;C'est pour nous un spectacle tout à fait quotidien.;That's a completely everyday sight for us.
adjectif;B1;;exotisch;exotique;exotic;Die Stadt hat einen exotischen Charme.;La ville a un charme exotique.;The city has an exotic charm.
adjectif;B1;;historisch;historique;historical;Das historische Zentrum ist sehr gut erhalten.;Le centre historique est très bien conservé.;The historic center is very well preserved.
adjectif;B1;;touristisch;touristique;touristic, tourist;Diese Straße ist sehr touristisch geprägt.;Cette rue a un caractère très touristique.;This street has a very touristic character.
adjectif;B1;;befristet/unbefristet;à durée déterminée/indéterminée;fixed-term/permanent;Sie hat einen unbefristeten Vertrag bekommen.;Elle a obtenu un contrat à durée indéterminée.;She got a permanent contract.
adjectif;B1;;englischsprachig/deutschsprachig;anglophone/germanophone;English-speaking/German-speaking;Er sucht eine englischsprachige Zeitung.;Il cherche un journal anglophone.;He is looking for an English-language newspaper.
adjectif;B1;;fest;fixe, ferme;fixed, firm;Sie hat jetzt eine feste Stelle.;Elle a maintenant un poste fixe.;She now has a permanent position.
