type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
expression;B1;Alltag/Organisation;Eine Ausrede finden;trouver une excuse;to find an excuse;Er findet immer eine Ausrede.;Il trouve toujours une excuse.;He always finds an excuse.
expression;B1;Alltag/Organisation;Sich Notizen machen;prendre des notes;to take notes;Ich mache mir während der Sitzung Notizen.;Je prends des notes pendant la réunion.;I take notes during the meeting.
expression;B1;Alltag/Organisation;Den Anfang machen;ouvrir le bal;to make a start;Wer macht den Anfang?;Qui ouvre le bal ?;Who's going to make a start?
expression;B1;Gefühle/Reaktionen;Das Beste daraus machen;en tirer le meilleur parti;to make the best of it;Das Wetter ist schlecht, machen wir das Beste daraus.;Le temps est mauvais, tirons-en le meilleur parti.;The weather is bad, let's make the best of it.
expression;B1;Feste Verbindungen;Sich einen Namen machen;se faire un nom;to make a name for oneself;Er hat sich als Architekt einen Namen gemacht.;Il s'est fait un nom comme architecte.;He has made a name for himself as an architect.
expression;B1;Alltag/Organisation;Auf eigene Kosten;à ses propres frais;at one's own expense;Sie ist auf eigene Kosten gereist.;Elle a voyagé à ses propres frais.;She travelled at her own expense.
expression;B1;Diskussion/Nuance;Von Vorteil sein;être un avantage;to be an advantage;Sprachkenntnisse sind hier von Vorteil.;Les connaissances linguistiques sont un avantage ici.;Language skills are an advantage here.
expression;B1;Diskussion/Nuance;Von Nachteil sein;être un inconvénient;to be a disadvantage;Die Lage ist eher von Nachteil.;L'emplacement est plutôt un inconvénient.;The location is rather a disadvantage.
expression;B1;Alltag/Organisation;Sich etwas leisten können;pouvoir se permettre;to be able to afford;Das können wir uns nicht leisten.;Nous ne pouvons pas nous le permettre.;We can't afford that.
expression;B1;Feste Verbindungen;Auf die Probe stellen;mettre à l'épreuve;to put to the test;Der Umzug stellte unsere Geduld auf die Probe.;Le déménagement a mis notre patience à l'épreuve.;The move put our patience to the test.
expression;B1;Alltag/Organisation;Hand anlegen;mettre la main à la pâte;to lend a hand;Alle haben mit angelegt.;Tout le monde a mis la main à la pâte.;Everyone lent a hand.
expression;B1;Diskussion/Nuance;Keine Rolle spielen;ne pas importer;to make no difference;Der Preis spielt hier keine Rolle.;Le prix n'importe pas ici.;The price makes no difference here.
expression;B1;Feste Verbindungen;Das Wort ergreifen;prendre la parole;to take the floor;Nach ihm ergriff die Direktorin das Wort.;Après lui, la directrice a pris la parole.;After him the director took the floor.
expression;B2;Feste Verbindungen;in Kauf nehmen;accepter (un inconvénient);to put up with;Für die günstige Miete nehmen wir den Lärm in Kauf.;Pour ce loyer bas, nous acceptons le bruit.;For the low rent we put up with the noise.
expression;B2;Feste Verbindungen;zum Ausdruck bringen;exprimer;to express;Er brachte seine Enttäuschung deutlich zum Ausdruck.;Il a clairement exprimé sa déception.;He clearly expressed his disappointment.
expression;B2;Feste Verbindungen;in Betracht ziehen;prendre en considération;to take into consideration;Wir ziehen auch andere Lösungen in Betracht.;Nous prenons aussi d'autres solutions en considération.;We're taking other solutions into consideration too.
expression;B2;Feste Verbindungen;zur Folge haben;avoir pour conséquence;to result in;Die Reform hatte höhere Kosten zur Folge.;La réforme a eu pour conséquence des coûts plus élevés.;The reform resulted in higher costs.
expression;B2;Feste Verbindungen;in Anspruch genommen werden;être sollicité;to be called upon;Der Dienst wird stark in Anspruch genommen.;Le service est fortement sollicité.;The service is heavily called upon.
expression;B2;Diskussion/Nuance;eine Rolle rückwärts machen;faire volte-face;to backtrack;Die Partei hat eine Rolle rückwärts gemacht.;Le parti a fait volte-face.;The party backtracked.
expression;B2;Gefühle/Reaktionen;aus dem Ruder laufen;déraper, échapper à tout contrôle;to get out of hand;Die Kosten sind völlig aus dem Ruder gelaufen.;Les coûts ont complètement dérapé.;The costs got completely out of hand.
expression;B2;Feste Verbindungen;ins Auge fassen;envisager;to envisage;Wir fassen einen früheren Termin ins Auge.;Nous envisageons une date plus rapprochée.;We're envisaging an earlier date.
expression;B2;Gefühle/Reaktionen;unter Druck stehen;être sous pression;to be under pressure;Das Team steht seit Wochen unter Druck.;L'équipe est sous pression depuis des semaines.;The team has been under pressure for weeks.
expression;B2;Diskussion/Nuance;auf dem Spiel stehen;être en jeu;to be at stake;Hier steht die Glaubwürdigkeit auf dem Spiel.;Ici, la crédibilité est en jeu.;Credibility is at stake here.
expression;B2;Diskussion/Nuance;ins Gewicht fallen;peser dans la balance;to carry weight;Dieser Punkt fällt kaum ins Gewicht.;Ce point pèse à peine dans la balance.;This point hardly carries any weight.
expression;B2;Diskussion/Nuance;den Rahmen sprengen;dépasser le cadre;to go beyond the scope;Das würde den Rahmen dieser Sitzung sprengen.;Cela dépasserait le cadre de cette réunion.;That would go beyond the scope of this meeting.
expression;B2;Diskussion/Nuance;auf lange Sicht;à long terme;in the long run;Auf lange Sicht lohnt sich die Investition.;À long terme, l'investissement est rentable.;In the long run the investment pays off.
expression;B2;Diskussion/Nuance;im Nachhinein;rétrospectivement;in hindsight;Im Nachhinein war die Entscheidung richtig.;Rétrospectivement, la décision était juste.;In hindsight the decision was right.
expression;B2;Diskussion/Nuance;nach wie vor;toujours, comme avant;still, as ever;Die Lage ist nach wie vor unklar.;La situation est toujours aussi peu claire.;The situation is still unclear.
expression;B2;Diskussion/Nuance;in erster Linie;en premier lieu;primarily;Es geht in erster Linie um die Sicherheit.;Il s'agit en premier lieu de la sécurité.;It's primarily about safety.
expression;B2;Diskussion/Nuance;im Zuge;dans le cadre de;in the course of;Im Zuge der Renovierung wurde alles erneuert.;Dans le cadre de la rénovation, tout a été refait.;In the course of the renovation everything was renewed.
expression;B2;Diskussion/Nuance;unter dem Strich;au bout du compte;at the end of the day;Unter dem Strich haben wir gespart.;Au bout du compte, nous avons économisé.;At the end of the day we saved money.
expression;B2;Diskussion/Nuance;das Fazit ziehen;tirer le bilan;to draw a conclusion;Ziehen wir das Fazit aus diesem Jahr.;Tirons le bilan de cette année.;Let's draw the conclusion from this year.
expression;B2;Meinung/Zustimmung;Stellung nehmen;prendre position;to take a stand;Die Firma hat dazu noch nicht Stellung genommen.;L'entreprise n'a pas encore pris position là-dessus.;The company hasn't taken a stand on this yet.
expression;B2;Meinung/Zustimmung;sich einig sein;être d'accord entre soi;to be in agreement;Wir sind uns in diesem Punkt einig.;Nous sommes d'accord sur ce point.;We are in agreement on this point.
expression;B2;Meinung/Zustimmung;im Prinzip;en principe;in principle;Im Prinzip bin ich einverstanden.;En principe, je suis d'accord.;In principle I agree.
expression;B2;Meinung/Zustimmung;das lässt sich nicht leugnen;on ne peut le nier;there's no denying it;Der Aufwand war groß, das lässt sich nicht leugnen.;L'effort a été considérable, on ne peut le nier.;The effort was great, there's no denying it.
expression;B2;Meinung/Zustimmung;das ist Ansichtssache;c'est une question de point de vue;that's a matter of opinion;Ob das schön ist, ist Ansichtssache.;Savoir si c'est beau est une question de point de vue.;Whether that's beautiful is a matter of opinion.
expression;B2;Feste Verbindungen;einen Bärendienst erweisen;rendre un mauvais service;to do a disservice;Damit hat er ihr einen Bärendienst erwiesen.;Il lui a ainsi rendu un mauvais service.;With that he did her a disservice.
expression;B2;Gefühle/Reaktionen;über den Berg sein;avoir passé le plus dur;to be over the worst;Nach der Operation ist sie über den Berg.;Après l'opération, elle a passé le plus dur.;After the operation she's over the worst.
expression;B2;Gefühle/Reaktionen;die Daumen drücken;croiser les doigts;to keep one's fingers crossed;Ich drücke dir die Daumen für morgen!;Je croise les doigts pour toi demain !;I'm keeping my fingers crossed for you tomorrow!
expression;B2;Gefühle/Reaktionen;aus dem Häuschen sein;être fou de joie;to be over the moon;Die Kinder waren völlig aus dem Häuschen.;Les enfants étaient fous de joie.;The children were completely over the moon.
expression;B2;Gefühle/Reaktionen;kalte Füße bekommen;se dégonfler;to get cold feet;Kurz vor der Unterschrift bekam er kalte Füße.;Juste avant de signer, il s'est dégonflé.;Just before signing he got cold feet.
expression;B2;Gefühle/Reaktionen;den Faden verlieren;perdre le fil;to lose the thread;Bei der Präsentation hat sie den Faden verloren.;Pendant la présentation, elle a perdu le fil.;During the presentation she lost the thread.
expression;B2;Gefühle/Reaktionen;ins kalte Wasser springen;se jeter à l'eau;to jump in at the deep end;Am ersten Arbeitstag musste er ins kalte Wasser springen.;Le premier jour de travail, il a dû se jeter à l'eau.;On his first day he had to jump in at the deep end.
expression;B2;Diskussion/Nuance;unter den Teppich kehren;passer sous silence;to sweep under the carpet;Dieses Problem darf man nicht unter den Teppich kehren.;On ne doit pas passer ce problème sous silence.;This problem mustn't be swept under the carpet.
expression;B2;Diskussion/Nuance;mit anderen Augen sehen;voir d'un autre œil;to see differently;Seitdem sehe ich die Sache mit anderen Augen.;Depuis, je vois la chose d'un autre œil.;Since then I see the matter differently.
expression;B2;Feste Verbindungen;Hand in Hand arbeiten;travailler main dans la main;to work hand in hand;Die beiden Abteilungen arbeiten Hand in Hand.;Les deux services travaillent main dans la main.;The two departments work hand in hand.
expression;B2;Alltag/Organisation;auf eigene Faust;de son propre chef;on one's own initiative;Sie hat die Stadt auf eigene Faust erkundet.;Elle a exploré la ville de son propre chef.;She explored the city on her own initiative.
expression;B2;Alltag/Organisation;über kurz oder lang;tôt ou tard;sooner or later;Über kurz oder lang müssen wir umziehen.;Tôt ou tard, nous devrons déménager.;Sooner or later we'll have to move.
expression;B2;Alltag/Organisation;in letzter Minute;à la dernière minute;at the last minute;Der Termin wurde in letzter Minute abgesagt.;Le rendez-vous a été annulé à la dernière minute.;The appointment was cancelled at the last minute.
expression;B2;Alltag/Organisation;im Handumdrehen;en un tournemain;in no time;Das ist im Handumdrehen erledigt.;C'est réglé en un tournemain.;That's done in no time.
expression;B2;Alltag/Organisation;von Grund auf;de fond en comble;from the ground up;Das Haus wurde von Grund auf saniert.;La maison a été rénovée de fond en comble.;The house was renovated from the ground up.
expression;B2;Alltag/Organisation;in vollem Gange;en plein essor, battant son plein;in full swing;Die Vorbereitungen sind in vollem Gange.;Les préparatifs battent leur plein.;The preparations are in full swing.
expression;B2;Diskussion/Nuance;sich in Grenzen halten;rester limité;to be limited;Die Begeisterung hielt sich in Grenzen.;L'enthousiasme est resté limité.;The enthusiasm was limited.
expression;B2;Feste Verbindungen;ein Auge zudrücken;fermer les yeux (sur qch);to turn a blind eye;Diesmal drücke ich ein Auge zu.;Cette fois, je ferme les yeux.;This time I'll turn a blind eye.
expression;B2;Gefühle/Reaktionen;auf dem Schlauch stehen;ne pas piger;to be stumped;Bei dieser Aufgabe stehe ich völlig auf dem Schlauch.;Sur cet exercice, je ne pige vraiment rien.;With this task I'm completely stumped.
expression;B2;Meinung/Zustimmung;Klartext reden;parler franchement;to speak plainly;Reden wir Klartext: das reicht nicht.;Parlons franchement : ça ne suffit pas.;Let's speak plainly: that's not enough.
expression;B2;Diskussion/Nuance;das A und O;l'essentiel, la clé;the be-all and end-all;Regelmäßiges Üben ist das A und O.;S'exercer régulièrement, c'est l'essentiel.;Regular practice is the be-all and end-all.
expression;B2;Feste Verbindungen;Zur Debatte stehen;être en discussion;to be under debate;Diese Frage steht heute nicht zur Debatte.;Cette question n'est pas en discussion aujourd'hui.;That question is not under debate today.
expression;B2;Feste Verbindungen;In Erwägung ziehen;envisager;to consider;Wir ziehen einen Standortwechsel in Erwägung.;Nous envisageons un changement de site.;We are considering a change of location.
expression;B2;Feste Verbindungen;Rechnung tragen;tenir compte de;to take account of;Der Plan trägt den neuen Vorschriften Rechnung.;Le plan tient compte des nouvelles règles.;The plan takes account of the new rules.
expression;B2;Feste Verbindungen;Anspruch erheben auf;revendiquer;to lay claim to;Beide Seiten erheben Anspruch auf das Gebiet.;Les deux camps revendiquent le territoire.;Both sides lay claim to the territory.
expression;B2;Feste Verbindungen;Bilanz ziehen;faire le bilan;to take stock;Am Jahresende ziehen wir Bilanz.;En fin d'année, nous faisons le bilan.;At the end of the year we take stock.
expression;B2;Feste Verbindungen;Maßnahmen ergreifen;prendre des mesures;to take measures;Die Stadt hat rasch Maßnahmen ergriffen.;La ville a rapidement pris des mesures.;The city quickly took measures.
expression;B2;Feste Verbindungen;Konsequenzen ziehen;en tirer les conséquences;to draw conclusions;Er hat aus dem Fehler Konsequenzen gezogen.;Il a tiré les conséquences de son erreur.;He drew conclusions from the mistake.
expression;B2;Feste Verbindungen;In Kraft treten;entrer en vigueur;to come into force;Das Gesetz tritt im Januar in Kraft.;La loi entre en vigueur en janvier.;The law comes into force in January.
expression;B2;Feste Verbindungen;Außer Kraft setzen;abroger;to repeal;Die Regelung wurde außer Kraft gesetzt.;La disposition a été abrogée.;The regulation was repealed.
expression;B2;Feste Verbindungen;Gebrauch machen von;faire usage de;to make use of;Sie machte von ihrem Recht Gebrauch.;Elle a fait usage de son droit.;She made use of her right.
expression;B2;Feste Verbindungen;Sich erweisen als;s'avérer être;to prove to be;Die Idee erwies sich als richtig.;L'idée s'est avérée juste.;The idea proved to be right.
expression;B2;Feste Verbindungen;Zum Tragen kommen;prendre effet;to come into play;Hier kommt seine Erfahrung zum Tragen.;C'est ici que son expérience prend effet.;This is where his experience comes into play.
expression;B2;Feste Verbindungen;Zur Diskussion stellen;soumettre à la discussion;to put up for discussion;Ich möchte diesen Punkt zur Diskussion stellen.;Je voudrais soumettre ce point à la discussion.;I'd like to put this point up for discussion.
expression;B2;Feste Verbindungen;Position beziehen;prendre position;to take a stand;Die Partei musste klar Position beziehen.;Le parti a dû prendre clairement position.;The party had to take a clear stand.
expression;B2;Feste Verbindungen;Den Anschein erwecken;donner l'impression;to give the impression;Das erweckt den Anschein von Willkür.;Cela donne l'impression d'arbitraire.;That gives the impression of arbitrariness.
expression;B2;Feste Verbindungen;Auf Widerstand stoßen;se heurter à une résistance;to meet with resistance;Der Vorschlag stieß auf heftigen Widerstand.;La proposition s'est heurtée à une vive résistance.;The proposal met with fierce resistance.
expression;B2;Feste Verbindungen;Anklang finden;être bien accueilli;to go down well;Die Idee fand bei den Kunden großen Anklang.;L'idée a été très bien accueillie par les clients.;The idea went down very well with customers.
expression;B2;Feste Verbindungen;Beachtung finden;être remarqué;to attract attention;Seine Studie fand internationale Beachtung.;Son étude a été remarquée à l'international.;His study attracted international attention.
expression;B2;Feste Verbindungen;Nach sich ziehen;entraîner;to entail;Diese Entscheidung zieht hohe Kosten nach sich.;Cette décision entraîne des coûts élevés.;This decision entails high costs.
expression;B2;Feste Verbindungen;Sich niederschlagen in;se traduire par;to be reflected in;Der Erfolg schlägt sich in den Zahlen nieder.;Le succès se traduit par les chiffres.;The success is reflected in the figures.
expression;B2;Feste Verbindungen;Zu Buche schlagen;peser dans la balance;to add up;Die Reisekosten schlagen deutlich zu Buche.;Les frais de voyage pèsent nettement dans la balance.;Travel costs really add up.
expression;B2;Feste Verbindungen;Den Grundstein legen;poser la première pierre;to lay the foundation;Damit wurde der Grundstein für den Erfolg gelegt.;C'est ainsi qu'a été posée la première pierre du succès.;That laid the foundation for the success.
expression;B2;Feste Verbindungen;Die Weichen stellen;donner l'orientation;to set the course;Jetzt werden die Weichen für die Zukunft gestellt.;C'est maintenant qu'on donne l'orientation pour l'avenir.;The course for the future is being set now.
expression;B2;Feste Verbindungen;Unter die Lupe nehmen;examiner de près;to scrutinise;Der Bericht wurde genau unter die Lupe genommen.;Le rapport a été examiné de très près.;The report was closely scrutinised.
expression;B2;Feste Verbindungen;Zu Rate ziehen;consulter;to consult;Wir sollten einen Fachmann zu Rate ziehen.;Nous devrions consulter un spécialiste.;We should consult an expert.
expression;B2;Feste Verbindungen;In Aussicht stellen;faire miroiter;to hold out the prospect of;Man hat ihm eine Beförderung in Aussicht gestellt.;On lui a fait miroiter une promotion.;He was held out the prospect of a promotion.
expression;B2;Feste Verbindungen;Abhilfe schaffen;remédier à la situation;to remedy the situation;Hier muss dringend Abhilfe geschaffen werden.;Il faut ici remédier d'urgence à la situation.;The situation urgently needs remedying.
expression;B2;Feste Verbindungen;Den Ausschlag geben;faire pencher la balance;to tip the scales;Der Preis gab schließlich den Ausschlag.;C'est le prix qui a finalement fait pencher la balance.;In the end the price tipped the scales.
expression;B2;Feste Verbindungen;Eine Lanze brechen für;prendre fait et cause pour;to champion;Er brach eine Lanze für die jungen Kollegen.;Il a pris fait et cause pour les jeunes collègues.;He championed the younger colleagues.
expression;B2;Feste Verbindungen;In Verruf geraten;tomber en discrédit;to fall into disrepute;Die Methode ist zu Recht in Verruf geraten.;La méthode est tombée en discrédit à juste titre.;The method has rightly fallen into disrepute.
expression;B2;Diskussion/Nuance;Bei näherer Betrachtung;à y regarder de plus près;on closer inspection;Bei näherer Betrachtung stimmt das nicht.;À y regarder de plus près, c'est faux.;On closer inspection that isn't true.
expression;B2;Diskussion/Nuance;Nichtsdestotrotz;néanmoins;nevertheless;Nichtsdestotrotz halte ich an dem Plan fest.;Néanmoins, je maintiens le plan.;Nevertheless I'm sticking to the plan.
expression;B2;Diskussion/Nuance;Gleichwohl;toutefois;nonetheless;Der Preis ist hoch, gleichwohl lohnt es sich.;Le prix est élevé, toutefois cela en vaut la peine.;The price is high, nonetheless it's worth it.
expression;B2;Diskussion/Nuance;Insofern als;dans la mesure où;insofar as;Das gilt insofern, als die Daten stimmen.;Cela vaut dans la mesure où les données sont exactes.;That holds insofar as the data are correct.
expression;B2;Diskussion/Nuance;Angesichts;compte tenu de;in view of;Angesichts der Lage bleiben wir vorsichtig.;Compte tenu de la situation, nous restons prudents.;In view of the situation we remain cautious.
expression;B2;Diskussion/Nuance;Infolgedessen;par conséquent;consequently;Es regnete stark, infolgedessen fiel das Spiel aus.;Il pleuvait fort, par conséquent le match a été annulé.;It rained heavily, consequently the match was cancelled.
expression;B2;Diskussion/Nuance;Wohlgemerkt;notons-le bien;mind you;Das gilt, wohlgemerkt, nur für Neukunden.;Cela vaut, notons-le bien, uniquement pour les nouveaux clients.;That applies, mind you, only to new customers.
expression;B2;Diskussion/Nuance;Bekanntlich;comme chacun sait;as is well known;Bekanntlich ist Übung der beste Lehrer.;Comme chacun sait, la pratique est le meilleur maître.;As is well known, practice is the best teacher.
expression;B2;Diskussion/Nuance;Vermeintlich;prétendument;supposedly;Der vermeintliche Fehler war keiner.;La prétendue erreur n'en était pas une.;The supposed mistake was not one.
expression;B2;Diskussion/Nuance;Im Umkehrschluss;a contrario;conversely;Im Umkehrschluss heißt das nicht, dass alle einverstanden sind.;A contrario, cela ne signifie pas que tous sont d'accord.;Conversely, that doesn't mean everyone agrees.
expression;B2;Diskussion/Nuance;Um es auf den Punkt zu bringen;pour résumer l'essentiel;to put it in a nutshell;Um es auf den Punkt zu bringen: es fehlt Geld.;Pour résumer l'essentiel : il manque de l'argent.;To put it in a nutshell: money is missing.
expression;B2;Diskussion/Nuance;Hand aufs Herz;franchement, la main sur le cœur;honestly now;Hand aufs Herz, hättest du es anders gemacht?;Franchement, l'aurais-tu fait autrement ?;Honestly now, would you have done it differently?
expression;B2;Diskussion/Nuance;Schlicht und einfach;purement et simplement;quite simply;Das ist schlicht und einfach falsch.;C'est purement et simplement faux.;That is quite simply wrong.
expression;B2;Diskussion/Nuance;Letzten Endes;en fin de compte;in the end;Letzten Endes zählt nur das Ergebnis.;En fin de compte, seul le résultat compte.;In the end only the result counts.
expression;B2;Diskussion/Nuance;Im Endeffekt;au bout du compte;ultimately;Im Endeffekt haben alle davon profitiert.;Au bout du compte, tout le monde en a profité.;Ultimately everyone benefited from it.
expression;B2;Diskussion/Nuance;Bei allem Respekt;avec tout le respect que je vous dois;with all due respect;Bei allem Respekt, das sehe ich anders.;Avec tout le respect que je vous dois, je vois cela autrement.;With all due respect, I see it differently.
expression;B2;Diskussion/Nuance;Gelinde gesagt;c'est le moins qu'on puisse dire;to put it mildly;Das war, gelinde gesagt, unklug.;C'était maladroit, c'est le moins qu'on puisse dire.;That was, to put it mildly, unwise.
expression;B2;Diskussion/Nuance;Ganz zu schweigen von;sans parler de;not to mention;Es kostet Zeit, ganz zu schweigen vom Geld.;Cela coûte du temps, sans parler de l'argent.;It costs time, not to mention money.
expression;B2;Diskussion/Nuance;Es liegt auf der Hand;cela va de soi;it's obvious;Es liegt auf der Hand, dass wir handeln müssen.;Il va de soi que nous devons agir.;It's obvious that we have to act.
expression;B2;Diskussion/Nuance;Das ändert nichts daran;cela n'y change rien;that doesn't change the fact;Das ändert nichts daran, dass die Frist gilt.;Cela n'y change rien : le délai s'applique.;That doesn't change the fact that the deadline applies.
expression;B2;Meinung/Zustimmung;Etwas in Frage stellen;remettre en question;to call into question;Niemand stellt seine Kompetenz in Frage.;Personne ne remet en question sa compétence.;Nobody calls his competence into question.
expression;B2;Meinung/Zustimmung;Dem ist nichts hinzuzufügen;il n'y a rien à ajouter;there's nothing to add;Gut gesagt — dem ist nichts hinzuzufügen.;Bien dit — il n'y a rien à ajouter.;Well said — there's nothing to add.
expression;B2;Meinung/Zustimmung;Das steht auf einem anderen Blatt;c'est une autre histoire;that's another story;Ob es sich lohnt, steht auf einem anderen Blatt.;Savoir si cela en vaut la peine est une autre histoire.;Whether it's worth it is another story.
expression;B2;Meinung/Zustimmung;Ich wage zu behaupten;j'ose affirmer;I dare say;Ich wage zu behaupten, dass es funktioniert.;J'ose affirmer que cela fonctionne.;I dare say it works.
expression;B2;Meinung/Zustimmung;Nicht von der Hand zu weisen;indéniable;not to be dismissed;Dieses Argument ist nicht von der Hand zu weisen.;Cet argument est indéniable.;This argument is not to be dismissed.
expression;B2;Meinung/Zustimmung;Daran führt kein Weg vorbei;on ne peut pas y couper;there's no way around it;Wir müssen sparen, daran führt kein Weg vorbei.;Nous devons économiser, on ne peut pas y couper.;We have to save, there's no way around it.
expression;B2;Meinung/Zustimmung;Das kann man so nicht stehen lassen;on ne peut pas laisser dire cela;you can't let that stand;Das kann man so nicht stehen lassen, es fehlt der Kontext.;On ne peut pas laisser dire cela, le contexte manque.;You can't let that stand, the context is missing.
expression;B2;Meinung/Zustimmung;Ich teile diese Ansicht;je partage cet avis;I share that view;Ich teile diese Ansicht uneingeschränkt.;Je partage cet avis sans réserve.;I share that view entirely.
expression;B2;Begrüßung/Small Talk;Grüß Gott;bonjour (sud de l'Allemagne, Autriche);hello (southern German);Grüß Gott, was darf es sein?;Bonjour, que puis-je vous servir ?;Hello, what can I get you?
expression;B2;Begrüßung/Small Talk;Wie darf ich Ihnen helfen?;en quoi puis-je vous aider ?;how may I help you?;Guten Tag, wie darf ich Ihnen helfen?;Bonjour, en quoi puis-je vous aider ?;Good day, how may I help you?
expression;B2;Begrüßung/Small Talk;Es freut mich, Sie kennenzulernen;ravi de faire votre connaissance;pleased to meet you;Es freut mich, Sie kennenzulernen, Herr Berger.;Ravi de faire votre connaissance, Monsieur Berger.;Pleased to meet you, Mr Berger.
expression;B2;Begrüßung/Small Talk;Bleiben Sie gesund;portez-vous bien;stay well;Auf Wiedersehen und bleiben Sie gesund!;Au revoir et portez-vous bien !;Goodbye and stay well!
expression;B2;Begrüßung/Small Talk;Lassen Sie es sich gut gehen;prenez soin de vous;take good care;Schönen Urlaub und lassen Sie es sich gut gehen!;Bonnes vacances et prenez soin de vous !;Have a good holiday and take good care!
expression;B2;Gefühle/Reaktionen;Jemandem den Rücken stärken;soutenir quelqu'un;to back someone up;Das Team hat ihr den Rücken gestärkt.;L'équipe l'a soutenue.;The team backed her up.
expression;B2;Gefühle/Reaktionen;Reinen Wein einschenken;dire la vérité toute crue;to come clean;Er schenkte uns endlich reinen Wein ein.;Il nous a enfin dit la vérité toute crue.;He finally came clean with us.
expression;B2;Gefühle/Reaktionen;Die Nerven verlieren;perdre son calme;to lose one's nerve;Kurz vor Schluss verlor er die Nerven.;Juste avant la fin, il a perdu son calme.;Just before the end he lost his nerve.
expression;B2;Gefühle/Reaktionen;Aus allen Wolken fallen;tomber des nues;to be stunned;Als ich das hörte, fiel ich aus allen Wolken.;Quand j'ai entendu ça, je suis tombé des nues.;When I heard that I was stunned.
expression;B2;Gefühle/Reaktionen;Sich in Schweigen hüllen;garder le silence;to remain silent;Zu den Vorwürfen hüllt er sich in Schweigen.;Face aux accusations, il garde le silence.;He remains silent about the accusations.
expression;B2;Gefühle/Reaktionen;Die kalte Schulter zeigen;battre froid à quelqu'un;to give the cold shoulder;Seit dem Streit zeigt sie ihm die kalte Schulter.;Depuis la dispute, elle lui bat froid.;Since the argument she's given him the cold shoulder.
expression;B2;Gefühle/Reaktionen;In den sauren Apfel beißen;avaler la pilule;to bite the bullet;Wir müssen in den sauren Apfel beißen und zahlen.;Il faut avaler la pilule et payer.;We have to bite the bullet and pay.
expression;B2;Gefühle/Reaktionen;Sich ins Zeug legen;se démener;to put one's back into it;Alle haben sich mächtig ins Zeug gelegt.;Tout le monde s'est fortement démené.;Everyone really put their backs into it.
expression;B2;Gefühle/Reaktionen;Auf die Sprünge helfen;mettre sur la voie, rafraîchir la mémoire;to jog someone's memory;Darf ich deinem Gedächtnis auf die Sprünge helfen?;Puis-je te rafraîchir la mémoire ?;May I jog your memory?
expression;B2;Gefühle/Reaktionen;Den Kopf in den Sand stecken;faire l'autruche;to bury one's head in the sand;Den Kopf in den Sand zu stecken hilft nicht.;Faire l'autruche n'aide en rien.;Burying your head in the sand doesn't help.
expression;B2;Gefühle/Reaktionen;Ein Dorn im Auge sein;être une épine dans le pied;to be a thorn in the side;Der Neubau ist den Nachbarn ein Dorn im Auge.;Le nouveau bâtiment est une épine dans le pied des voisins.;The new building is a thorn in the neighbours' side.
expression;B2;Gefühle/Reaktionen;Mit dem Rücken zur Wand stehen;être dos au mur;to have one's back to the wall;Die Firma steht mit dem Rücken zur Wand.;L'entreprise est dos au mur.;The company has its back to the wall.
expression;B2;Gefühle/Reaktionen;Steine in den Weg legen;mettre des bâtons dans les roues;to put obstacles in the way;Man hat ihr überall Steine in den Weg gelegt.;On lui a mis des bâtons dans les roues partout.;They put obstacles in her way everywhere.
expression;B2;Gefühle/Reaktionen;Sich auf die Zunge beißen;se mordre la langue;to bite one's tongue;Ich musste mir auf die Zunge beißen.;J'ai dû me mordre la langue.;I had to bite my tongue.
expression;B2;Gefühle/Reaktionen;Das dicke Ende kommt noch;le pire reste à venir;the worst is yet to come;Freu dich nicht zu früh, das dicke Ende kommt noch.;Ne te réjouis pas trop vite, le pire reste à venir.;Don't celebrate too soon, the worst is yet to come.
expression;B2;Alltag/Organisation;Auf die lange Bank schieben;remettre aux calendes grecques;to put on the back burner;Schieb die Entscheidung nicht auf die lange Bank.;Ne remets pas la décision aux calendes grecques.;Don't put the decision on the back burner.
expression;B2;Alltag/Organisation;Sich über Wasser halten;se maintenir à flot;to keep one's head above water;Der Betrieb hält sich gerade so über Wasser.;L'entreprise se maintient tout juste à flot.;The business is just keeping its head above water.
expression;B2;Alltag/Organisation;Alle Hebel in Bewegung setzen;remuer ciel et terre;to pull out all the stops;Sie setzte alle Hebel in Bewegung, um zu helfen.;Elle a remué ciel et terre pour aider.;She pulled out all the stops to help.
expression;B2;Alltag/Organisation;Am Ball bleiben;ne pas lâcher;to stay on the ball;Bleib am Ball, du bist fast fertig.;Ne lâche pas, tu as presque fini.;Stay on the ball, you're almost done.
expression;B2;Alltag/Organisation;Den Gürtel enger schnallen;se serrer la ceinture;to tighten one's belt;Dieses Jahr müssen wir den Gürtel enger schnallen.;Cette année, nous devons nous serrer la ceinture.;This year we have to tighten our belts.
expression;B2;Alltag/Organisation;Über die Runden kommen;joindre les deux bouts;to make ends meet;Mit diesem Gehalt kommt man kaum über die Runden.;Avec ce salaire, on peine à joindre les deux bouts.;On this salary you can hardly make ends meet.
expression;B2;Alltag/Organisation;Nägel mit Köpfen machen;faire les choses à fond;to do the job properly;Wenn schon, dann machen wir Nägel mit Köpfen.;Tant qu'à faire, faisons les choses à fond.;If we're doing it, let's do the job properly.
